[INFO ] [2021-05-09 08:59:08,587] Login - 1. Enter email
[INFO ] [2021-05-09 08:59:09,213] Login - 2. Enter Password
[INFO ] [2021-05-09 08:59:09,534] Login - 3. Click Login button
[INFO ] [2021-05-09 08:59:24,075] Login - 4. Open sub menu
[INFO ] [2021-05-09 08:59:28,207] Search Product - 5. Enter product name: Adobe Photoshop CS4
[INFO ] [2021-05-09 08:59:28,647] Search Product - 6. Click Search button
[INFO ] [2021-05-09 08:59:28,878] Search Product - 7. Click Edit button
[INFO ] [2021-05-09 08:59:44,829] Product Details - 8. Click expand panal by name
[INFO ] [2021-05-09 08:59:47,603] Product Details - 9. Upload File by card name
[INFO ] [2021-05-09 08:59:47,832] Product Details - 10. Verify Picture upload successfully
[INFO ] [2021-05-09 08:59:53,095] Product Details - 11. Enter to alt textbox: Img Alt
[INFO ] [2021-05-09 08:59:53,572] Product Details - 12. Enter to Title textbox: Img Title
[INFO ] [2021-05-09 08:59:54,018] Product Details - 13. Enter Order textbox: 1
[INFO ] [2021-05-09 08:59:54,336] Product Details - 14. Click Add Product Button
[INFO ] [2021-05-09 08:59:54,544] Product Details - 15. Verify Image uploaded
[INFO ] [2021-05-09 08:59:55,882] Product Details - 16. Click Save button
[INFO ] [2021-05-09 08:59:58,417] Product Details - 17. Verify success message displayed
[INFO ] [2021-05-09 08:59:58,577] Search Product - 18. Enter product name: Adobe Photoshop CS4
[INFO ] [2021-05-09 08:59:58,896] Search Product - 19. Click to Search button 
[INFO ] [2021-05-09 08:59:59,100] Search Product - 20. Verify image displayed
[INFO ] [2021-05-09 08:59:59,646] Product Details - 21. Click Edit button
[INFO ] [2021-05-09 09:00:02,764] Product Details - 22. Expand Panel Pictures
[INFO ] [2021-05-09 09:00:04,540] Product Details - 23. Click Delete button at Img Title
[INFO ] [2021-05-09 09:00:04,860] Product Details - 24. Verify No Data message displayed
[INFO ] [2021-05-09 09:01:52,805] Login - 1. Enter email
[INFO ] [2021-05-09 09:01:53,262] Login - 2. Enter Password
[INFO ] [2021-05-09 09:01:53,576] Login - 3. Click Login button
[INFO ] [2021-05-09 09:01:57,097] Login - 4. Open sub menu
[INFO ] [2021-05-09 09:01:59,482] Search Product - 5. Enter product name: Adobe Photoshop CS4
[INFO ] [2021-05-09 09:01:59,965] Search Product - 6. Click Search button
[INFO ] [2021-05-09 09:02:00,219] Search Product - 7. Click Edit button
[INFO ] [2021-05-09 09:02:02,544] Product Details - 8. Click expand panal by name
[INFO ] [2021-05-09 09:02:05,276] Product Details - 9. Upload File by card name
[INFO ] [2021-05-09 09:02:05,409] Product Details - 10. Verify Picture upload successfully
[INFO ] [2021-05-09 09:02:11,263] Product Details - 11. Enter to alt textbox: Img Alt
[INFO ] [2021-05-09 09:02:11,722] Product Details - 12. Enter to Title textbox: Img Title
[INFO ] [2021-05-09 09:02:12,139] Product Details - 13. Enter Order textbox: 1
[INFO ] [2021-05-09 09:02:12,462] Product Details - 14. Click Add Product Button
[INFO ] [2021-05-09 09:02:12,677] Product Details - 15. Verify Image uploaded
[INFO ] [2021-05-09 09:02:15,156] Product Details - 16. Click Save button
[INFO ] [2021-05-09 09:02:18,854] Product Details - 17. Verify success message displayed
[INFO ] [2021-05-09 09:02:19,026] Search Product - 18. Enter product name: Adobe Photoshop CS4
